clean_text,Sentiment,SentimentScore/Mixed,SentimentScore/Negative,SentimentScore/Neutral,SentimentScore/Positive,original_author
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,_SarahDeen
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,aeriwxs
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,nrlxqlh
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,aqilahhhhhhh199
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,shanfelawer
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,nnzkay
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,akmalarief10
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,noe_llya
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,soblackvelvet
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,nximir
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,nasrulriduan
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,fjmokri
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,smileunicorn9
cesc_wafiq Neseruler I hope SPCA_SG acts fast secure rescue cat nparksbuzz please please assist secure the…,NEUTRAL,0.000008064262146945111,0.0030076615512371063,0.6478776931762695,0.3491065502166748,myvirginie21
anndylian Hongkong confirmed Coronavirus COVIDー19 pet dog Getting serious jennyzheng719 tron_squad WHO SPCA…,NEUTRAL,0.000022177920982358046,0.003807975444942713,0.9609948992729187,0.035174958407878876,JTS_Under1
cesc_wafiq Neseruler SPCA_SG nparksbuzz Hopefully cat wish happy reunion,NEUTRAL,0.000006419847522920463,0.00015205347153823823,0.536754846572876,0.4630866050720215,zulianazaries
